,0
377,4.58
378,4.58
379,4.58
380,4.58
381,4.58
382,4.58
383,4.58
384,4.58
385,4.58
386,4.58
387,4.58
388,4.58
389,4.58
390,4.58
391,4.58
392,4.58
393,4.58
394,4.58
395,4.58
396,4.58
397,4.58
398,4.58
399,4.58
400,5.69
401,5.69
402,5.69
403,5.69
404,5.69
405,5.69
406,5.69
407,5.69
408,5.69
409,5.69
410,5.69
411,5.69
412,5.69
413,5.69
414,5.69
415,5.69
416,5.69
417,5.69
418,5.69
419,5.69
420,5.69
421,5.69
422,5.69
423,5.69
424,5.69
425,5.69
426,5.69
427,5.69
428,5.69
429,5.69
430,5.69
431,5.69
432,5.69
433,5.69
434,5.69
435,5.69
436,5.69
437,5.69
438,5.69
439,5.69
440,5.69
441,5.69
442,5.69
443,5.69
444,5.69
445,5.69
446,5.69
447,5.69
448,5.69
449,5.69
450,5.69
451,5.69
452,5.69
453,5.69
454,5.69
455,5.69
456,5.69
457,5.69
458,5.69
459,5.69
460,5.69
461,5.69
462,5.69
463,5.69
464,5.69
465,5.69
466,5.69
467,5.69
468,5.69
469,5.69
470,5.69
471,5.69
472,5.69
473,5.69
474,5.69
475,5.69
476,5.69
477,5.69
478,5.69
479,5.69
480,5.69
481,5.69
482,5.69
483,5.69
484,5.69
485,5.69
486,5.69
487,5.69
488,5.69
489,5.69
490,5.69
491,5.69
492,5.69
493,5.69
494,5.69
495,5.69
496,5.69
497,5.69
498,5.69
499,5.69
500,4.82
501,4.82
502,4.82
503,4.82
504,4.82
505,4.82
506,4.82
507,4.82
508,4.82
509,4.82
510,4.82
511,4.82
512,4.82
513,4.82
514,4.82
515,4.82
516,4.82
517,4.82
518,4.82
519,4.82
520,4.82
521,4.82
522,4.82
523,4.82
524,4.82
525,4.82
526,4.82
527,4.82
528,4.82
529,4.82
530,4.82
531,4.82
532,4.82
533,4.82
534,4.82
535,4.82
536,4.82
537,4.82
538,4.82
539,4.82
540,4.82
541,4.82
542,4.82
543,4.82
544,4.82
545,4.82
546,4.82
547,4.82
548,4.82
549,4.82
550,4.82
551,4.82
552,4.82
553,4.82
554,4.82
555,4.82
556,4.82
557,4.82
558,4.82
559,4.82
560,4.82
561,4.82
562,4.82
563,4.82
564,4.82
565,4.82
566,4.82
567,4.82
568,4.82
569,4.82
570,4.82
571,4.82
572,4.82
573,4.82
574,4.82
575,4.82
576,4.82
577,4.82
578,4.82
579,4.82
580,4.82
581,4.82
582,4.82
583,4.82
584,4.82
585,4.82
586,4.82
587,4.82
588,4.82
589,4.82
590,4.82
591,4.82
592,4.82
593,4.82
594,4.82
595,4.82
596,4.82
597,4.82
598,4.82
599,4.82
600,4.37
601,4.37
602,4.37
603,4.37
604,4.37
605,4.37
606,4.37
607,4.37
608,4.37
609,4.37
610,4.37
611,4.37
612,4.37
613,4.37
614,4.37
615,4.37
616,4.37
617,4.37
618,4.37
619,4.37
620,4.37
621,4.37
622,4.37
623,4.37
624,4.37
625,4.37
626,4.37
627,4.37
628,4.37
629,4.37
630,4.37
631,4.37
632,4.37
633,4.37
634,4.37
635,4.37
636,4.37
637,4.37
638,4.37
639,4.37
640,4.37
641,4.37
642,4.37
643,4.37
644,4.37
645,4.37
646,4.37
647,4.37
648,4.37
649,4.37
650,4.37
651,4.37
652,4.37
653,4.37
654,4.37
655,4.37
656,4.37
657,4.37
658,4.37
659,4.37
660,4.37
661,4.37
662,4.37
663,4.37
664,4.37
665,4.37
666,4.37
667,4.37
668,4.37
669,4.37
670,4.37
671,4.37
672,4.37
673,4.37
674,4.37
675,4.37
676,4.37
677,4.37
678,4.37
679,4.37
680,4.37
681,4.37
682,4.37
683,4.37
684,4.37
685,4.37
686,4.37
687,4.37
688,4.37
689,4.37
690,4.37
691,4.37
692,4.37
693,4.37
694,4.37
695,4.37
696,4.37
697,4.37
698,4.37
699,4.37
700,5.44
701,5.44
702,5.44
703,5.44
704,5.44
705,5.44
706,5.44
707,5.44
708,5.44
709,5.44
710,5.44
711,5.44
712,5.44
713,5.44
714,5.44
715,5.44
716,5.44
717,5.44
718,5.44
719,5.44
720,5.44
721,5.44
722,5.44
723,5.44
724,5.44
725,5.44
726,5.44
727,5.44
728,5.44
729,5.44
730,5.44
731,5.44
732,5.44
733,5.44
734,5.44
735,5.44
736,5.44
737,5.44
738,5.44
739,5.44
740,5.44
741,5.44
742,5.44
743,5.44
744,5.44
745,5.44
746,5.44
747,5.44
748,5.44
749,5.44
750,5.44
751,5.44
752,5.44
753,5.44
754,5.44
755,5.44
756,5.44
757,5.44
758,5.44
759,5.44
760,5.44
761,5.44
762,5.44
763,5.44
764,5.44
765,5.44
766,5.44
767,5.44
768,5.44
769,5.44
770,5.44
771,5.44
772,5.44
773,5.44
774,5.44
775,5.44
776,5.44
777,5.44
778,5.44
779,5.44
780,5.44
781,5.44
782,5.44
783,5.44
784,5.44
785,5.44
786,5.44
787,5.44
788,5.44
789,5.44
790,5.44
791,5.44
792,5.44
793,5.44
794,5.44
795,5.44
796,5.44
797,5.44
798,5.44
799,5.44
800,4.66
801,4.66
802,4.66
803,4.66
804,4.66
805,4.66
806,4.66
807,4.66
808,4.66
809,4.66
810,4.66
811,4.66
812,4.66
813,4.66
814,4.66
815,4.66
816,4.66
817,4.66
818,4.66
819,4.66
820,4.66
821,4.66
822,4.66
823,4.66
824,4.66
825,4.66
826,4.66
827,4.66
828,4.66
829,4.66
830,4.66
831,4.66
832,4.66
833,4.66
834,4.66
835,4.66
836,4.66
837,4.66
838,4.66
839,4.66
840,4.66
841,4.66
842,4.66
843,4.66
844,4.66
845,4.66
846,4.66
847,4.66
848,4.66
849,4.66
850,4.66
851,4.66
852,4.66
853,4.66
854,4.66
855,4.66
856,4.66
857,4.66
858,4.66
859,4.66
860,4.66
861,4.66
862,4.66
863,4.66
864,4.66
865,4.66
866,4.66
867,4.66
868,4.66
869,4.66
870,4.66
871,4.66
872,4.66
873,4.66
874,4.66
875,4.66
876,4.66
877,4.66
878,4.66
879,4.66
880,4.66
881,4.66
882,4.66
883,4.66
884,4.66
885,4.66
886,4.66
887,4.66
888,4.66
889,4.66
890,4.66
891,4.66
892,4.66
893,4.66
894,4.66
895,4.66
896,4.66
897,4.66
898,4.66
899,4.66
900,4.85
901,4.85
902,4.85
903,4.85
904,4.85
905,4.85
906,4.85
907,4.85
908,4.85
909,4.85
910,4.85
911,4.85
912,4.85
913,4.85
914,4.85
915,4.85
916,4.85
917,4.85
918,4.85
919,4.85
920,4.85
921,4.85
922,4.85
923,4.85
924,4.85
925,4.85
926,4.85
927,4.85
928,4.85
929,4.85
930,4.85
931,4.85
932,4.85
933,4.85
934,4.85
935,4.85
936,4.85
937,4.85
938,4.85
939,4.85
940,4.85
941,4.85
942,4.85
943,4.85
944,4.85
945,4.85
946,4.85
947,4.85
948,4.85
949,4.85
950,4.85
951,4.85
952,4.85
953,4.85
954,4.85
955,4.85
956,4.85
957,4.85
958,4.85
959,4.85
960,4.85
961,4.85
962,4.85
963,4.85
964,4.85
965,4.85
966,4.85
967,4.85
968,4.85
969,4.85
970,4.85
971,4.85
972,4.85
973,4.85
974,4.85
975,4.85
976,4.85
977,4.85
978,4.85
979,4.85
980,4.85
981,4.85
982,4.85
983,4.85
984,4.85
985,4.85
986,4.85
987,4.85
988,4.85
989,4.85
990,4.85
991,4.85
992,4.85
993,4.85
994,4.85
995,4.85
996,4.85
997,4.85
998,4.85
999,4.85
1000,3.8
1001,3.8
1002,3.8
1003,3.8
1004,3.8
1005,3.8
1006,3.8
1007,3.8
1008,3.8
1009,3.8
1010,3.8
1011,3.8
1012,3.8
1013,3.8
1014,3.8
1015,3.8
1016,3.8
1017,3.8
1018,3.8
1019,3.8
1020,3.8
1021,3.8
1022,3.8
1023,3.8
1024,3.8
1025,3.8
1026,3.8
1027,3.8
1028,3.8
1029,3.8
1030,3.8
1031,3.8
1032,3.8
1033,3.8
1034,3.8
1035,3.8
1036,3.8
1037,3.8
1038,3.8
1039,3.8
1040,3.8
1041,3.8
1042,3.8
1043,3.8
1044,3.8
1045,3.8
1046,3.8
1047,3.8
1048,3.8
1049,3.8
1050,3.8
1051,3.8
1052,3.8
1053,3.8
1054,3.8
1055,3.8
1056,3.8
1057,3.8
1058,3.8
1059,3.8
1060,3.8
1061,3.8
1062,3.8
1063,3.8
1064,3.8
1065,3.8
1066,3.8
1067,3.8
1068,3.8
1069,3.8
1070,3.8
1071,3.8
1072,3.8
1073,3.8
1074,3.8
1075,3.8
1076,3.8
1077,3.8
1078,3.8
1079,3.8
1080,3.8
1081,3.8
1082,3.8
1083,3.8
1084,3.8
1085,3.8
1086,3.8
1087,3.8
1088,3.8
1089,3.8
1090,3.8
1091,3.8
1092,3.8
1093,3.8
1094,3.8
1095,3.8
1096,3.8
1097,3.8
1098,3.8
1099,3.8
1100,5.13
1101,5.13
1102,5.13
1103,5.13
1104,5.13
1105,5.13
1106,5.13
1107,5.13
1108,5.13
1109,5.13
1110,5.13
1111,5.13
1112,5.13
1113,5.13
1114,5.13
1115,5.13
1116,5.13
1117,5.13
1118,5.13
1119,5.13
1120,5.13
1121,5.13
1122,5.13
1123,5.13
1124,5.13
1125,5.13
1126,5.13
1127,5.13
1128,5.13
1129,5.13
1130,5.13
1131,5.13
1132,5.13
1133,5.13
1134,5.13
1135,5.13
1136,5.13
1137,5.13
1138,5.13
1139,5.13
1140,5.13
1141,5.13
1142,5.13
1143,5.13
1144,5.13
1145,5.13
1146,5.13
1147,5.13
1148,5.13
1149,5.13
1150,5.13
1151,5.13
1152,5.13
1153,5.13
1154,5.13
1155,5.13
1156,5.13
1157,5.13
1158,5.13
1159,5.13
1160,5.13
1161,5.13
1162,5.13
1163,5.13
1164,5.13
1165,5.13
1166,5.13
1167,5.13
1168,5.13
1169,5.13
1170,5.13
1171,5.13
1172,5.13
1173,5.13
1174,5.13
1175,5.13
1176,5.13
1177,5.13
1178,5.13
1179,5.13
1180,5.13
1181,5.13
1182,5.13
1183,5.13
1184,5.13
1185,5.13
1186,5.13
1187,5.13
1188,5.13
1189,5.13
1190,5.13
1191,5.13
1192,5.13
1193,5.13
1194,5.13
1195,5.13
1196,5.13
1197,5.13
1198,5.13
1199,5.13
1200,4.22
1201,4.22
1202,4.22
1203,4.22
1204,4.22
1205,4.22
1206,4.22
1207,4.22
1208,4.22
1209,4.22
1210,4.22
1211,4.22
1212,4.22
1213,4.22
1214,4.22
1215,4.22
1216,4.22
1217,4.22
1218,4.22
1219,4.22
1220,4.22
1221,4.22
1222,4.22
1223,4.22
1224,4.22
1225,4.22
1226,4.22
1227,4.22
1228,4.22
1229,4.22
1230,4.22
1231,4.22
1232,4.22
1233,4.22
1234,4.22
1235,4.22
1236,4.22
1237,4.22
1238,4.22
1239,4.22
1240,4.22
1241,4.22
1242,4.22
1243,4.22
1244,4.22
1245,4.22
1246,4.22
1247,4.22
1248,4.22
1249,4.22
1250,4.22
1251,4.22
1252,4.22
1253,4.22
1254,4.22
1255,4.22
1256,4.22
1257,4.22
1258,4.22
1259,4.22
1260,4.22
1261,4.22
1262,4.22
1263,4.22
1264,4.22
1265,4.22
1266,4.22
1267,4.22
1268,4.22
1269,4.22
1270,4.22
1271,4.22
1272,4.22
1273,4.22
1274,4.22
1275,4.22
1276,4.22
1277,4.22
1278,4.22
1279,4.22
1280,4.22
1281,4.22
1282,4.22
1283,4.22
1284,4.22
1285,4.22
1286,4.22
1287,4.22
1288,4.22
1289,4.22
1290,4.22
1291,4.22
1292,4.22
1293,4.22
1294,4.22
1295,4.22
1296,4.22
1297,4.22
1298,4.22
1299,4.22
1300,4.29
1301,4.29
1302,4.29
1303,4.29
1304,4.29
1305,4.29
1306,4.29
1307,4.29
1308,4.29
1309,4.29
1310,4.29
1311,4.29
1312,4.29
1313,4.29
1314,4.29
1315,4.29
1316,4.29
1317,4.29
1318,4.29
1319,4.29
1320,4.29
1321,4.29
1322,4.29
1323,4.29
1324,4.29
1325,4.29
1326,4.29
1327,4.29
1328,4.29
1329,4.29
1330,4.29
1331,4.29
1332,4.29
1333,4.29
1334,4.29
1335,4.29
1336,4.29
1337,4.29
1338,4.29
1339,4.29
1340,4.29
1341,4.29
1342,4.29
1343,4.29
1344,4.29
1345,4.29
1346,4.29
1347,4.29
1348,4.29
1349,4.29
1350,4.29
1351,4.29
1352,4.29
1353,4.29
1354,4.29
1355,4.29
1356,4.29
1357,4.29
1358,4.29
1359,4.29
1360,4.29
1361,4.29
1362,4.29
1363,4.29
1364,4.29
1365,4.29
1366,4.29
1367,4.29
1368,4.29
1369,4.29
1370,4.29
1371,4.29
1372,4.29
1373,4.29
1374,4.29
1375,4.29
1376,4.29
1377,4.29
1378,4.29
1379,4.29
1380,4.29
1381,4.29
1382,4.29
1383,4.29
1384,4.29
1385,4.29
1386,4.29
1387,4.29
1388,4.29
1389,4.29
1390,4.29
1391,4.29
1392,4.29
1393,4.29
1394,4.29
1395,4.29
1396,4.29
1397,4.29
1398,4.29
1399,4.29
1400,5.19
1401,5.19
1402,5.19
1403,5.19
1404,5.19
1405,5.19
1406,5.19
1407,5.19
1408,5.19
1409,5.19
1410,5.19
1411,5.19
1412,5.19
1413,5.19
1414,5.19
1415,5.19
1416,5.19
1417,5.19
1418,5.19
1419,5.19
1420,5.19
1421,5.19
1422,5.19
1423,5.19
1424,5.19
1425,5.19
1426,5.19
1427,5.19
1428,5.19
1429,5.19
1430,5.19
1431,5.19
1432,5.19
1433,5.19
1434,5.19
1435,5.19
1436,5.19
1437,5.19
1438,5.19
1439,5.19
1440,5.19
1441,5.19
1442,5.19
1443,5.19
1444,5.19
1445,5.19
1446,5.19
1447,5.19
1448,5.19
1449,5.19
1450,5.19
1451,5.19
1452,5.19
1453,5.19
1454,5.19
1455,5.19
1456,5.19
1457,5.19
1458,5.19
1459,5.19
1460,5.19
1461,5.19
1462,5.19
1463,5.19
1464,5.19
1465,5.19
1466,5.19
1467,5.19
1468,5.19
1469,5.19
1470,5.19
1471,5.19
1472,5.19
1473,5.19
1474,5.19
1475,5.19
1476,5.19
1477,5.19
1478,5.19
1479,5.19
1480,5.19
1481,5.19
1482,5.19
1483,5.19
1484,5.19
1485,5.19
1486,5.19
1487,5.19
1488,5.19
1489,5.19
1490,5.19
1491,5.19
1492,5.19
1493,5.19
1494,5.19
1495,5.19
1496,5.19
1497,5.19
1498,5.19
1499,5.19
1500,4.49
1501,4.49
1502,4.49
1503,4.49
1504,4.49
1505,4.49
1506,4.49
1507,4.49
1508,4.49
1509,4.49
1510,4.49
1511,4.49
1512,4.49
1513,4.49
1514,4.49
1515,4.49
1516,4.49
1517,4.49
1518,4.49
1519,4.49
1520,4.49
1521,4.49
1522,4.49
1523,4.49
1524,4.49
1525,4.49
1526,4.49
1527,4.49
1528,4.49
1529,4.49
1530,4.49
1531,4.49
1532,4.49
1533,4.49
1534,4.49
1535,4.49
1536,4.49
1537,4.49
1538,4.49
1539,4.49
1540,4.49
1541,4.49
1542,4.49
1543,4.49
1544,4.49
1545,4.49
1546,4.49
1547,4.49
1548,4.49
1549,4.49
1550,4.49
1551,4.49
1552,4.49
1553,4.49
1554,4.49
1555,4.49
1556,4.49
1557,4.49
1558,4.49
1559,4.49
1560,4.49
1561,4.49
1562,4.49
1563,4.49
1564,4.49
1565,4.49
1566,4.49
1567,4.49
1568,4.49
1569,4.49
1570,4.49
1571,4.49
1572,4.49
1573,4.49
1574,4.49
1575,4.49
1576,4.49
1577,4.49
1578,4.49
1579,4.49
1580,4.49
1581,4.49
1582,4.49
1583,4.49
1584,4.49
1585,4.49
1586,4.49
1587,4.49
1588,4.49
1589,4.49
1590,4.49
1591,4.49
1592,4.49
1593,4.49
1594,4.49
1595,4.49
1596,4.49
1597,4.49
1598,4.49
1599,4.49
1600,4.37
1601,4.37
1602,4.37
1603,4.37
1604,4.37
1605,4.37
1606,4.37
1607,4.37
1608,4.37
1609,4.37
1610,4.37
1611,4.37
1612,4.37
1613,4.37
1614,4.37
1615,4.37
1616,4.37
1617,4.37
1618,4.37
1619,4.37
1620,4.37
1621,4.37
1622,4.37
1623,4.37
1624,4.37
1625,4.37
1626,4.37
1627,4.37
1628,4.37
1629,4.37
1630,4.37
1631,4.37
1632,4.37
1633,4.37
1634,4.37
1635,4.37
1636,4.37
1637,4.37
1638,4.37
1639,4.37
1640,4.37
1641,4.37
1642,4.37
1643,4.37
1644,4.37
1645,4.37
1646,4.37
1647,4.37
1648,4.37
1649,4.37
1650,4.37
1651,4.37
1652,4.37
1653,4.37
1654,4.37
1655,4.37
1656,4.37
1657,4.37
1658,4.37
1659,4.37
1660,4.37
1661,4.37
1662,4.37
1663,4.37
1664,4.37
1665,4.37
1666,4.37
1667,4.37
1668,4.37
1669,4.37
1670,4.37
1671,4.37
1672,4.37
1673,4.37
1674,4.37
1675,4.37
1676,4.37
1677,4.37
1678,4.37
1679,4.37
1680,4.37
1681,4.37
1682,4.37
1683,4.37
1684,4.37
1685,4.37
1686,4.37
1687,4.37
1688,4.37
1689,4.37
1690,4.37
1691,4.37
1692,4.37
1693,4.37
1694,4.37
1695,4.37
1696,4.37
1697,4.37
1698,4.37
1699,4.37
1700,5.52
1701,5.52
1702,5.52
1703,5.52
1704,5.52
1705,5.52
1706,5.52
1707,5.52
1708,5.52
1709,5.52
1710,5.52
1711,5.52
1712,5.52
1713,5.52
1714,5.52
1715,5.52
1716,5.52
1717,5.52
1718,5.52
1719,5.52
1720,5.52
1721,5.52
1722,5.52
1723,5.52
1724,5.52
1725,5.52
1726,5.52
1727,5.52
1728,5.52
1729,5.52
1730,5.52
1731,5.52
1732,5.52
1733,5.52
1734,5.52
1735,5.52
1736,5.52
1737,5.52
1738,5.52
1739,5.52
1740,5.52
1741,5.52
1742,5.52
1743,5.52
1744,5.52
1745,5.52
1746,5.52
1747,5.52
1748,5.52
1749,5.52
1750,5.52
1751,5.52
1752,5.52
1753,5.52
1754,5.52
1755,5.52
1756,5.52
1757,5.52
1758,5.52
1759,5.52
1760,5.52
1761,5.52
1762,5.52
1763,5.52
1764,5.52
1765,5.52
1766,5.52
1767,5.52
1768,5.52
1769,5.52
1770,5.52
1771,5.52
1772,5.52
1773,5.52
1774,5.52
1775,5.52
1776,5.52
1777,5.52
1778,5.52
1779,5.52
1780,5.52
1781,5.52
1782,5.52
1783,5.52
1784,5.52
1785,5.52
1786,5.52
1787,5.52
1788,5.52
1789,5.52
1790,5.52
1791,5.52
1792,5.52
1793,5.52
1794,5.52
1795,5.52
1796,5.52
1797,5.52
1798,5.52
1799,5.52
1800,5.21
1801,5.21
1802,5.21
1803,5.21
1804,5.21
1805,5.21
1806,5.21
1807,5.21
1808,5.21
1809,5.21
1810,5.21
1811,5.21
1812,5.21
1813,5.21
1814,5.21
1815,5.21
1816,5.21
1817,5.21
1818,5.21
1819,5.21
1820,5.21
1821,5.21
1822,5.21
1823,5.21
1824,5.21
1825,5.21
1826,5.21
1827,5.21
1828,5.21
1829,5.21
1830,5.21
1831,5.21
1832,5.21
1833,5.21
1834,5.21
1835,5.21
1836,5.21
1837,5.21
1838,5.21
1839,5.21
1840,5.21
1841,5.21
1842,5.21
1843,5.21
1844,5.21
1845,5.21
1846,5.21
1847,5.21
1848,5.21
1849,5.21
1850,5.21
1851,5.21
1852,5.21
1853,5.21
1854,5.21
1855,5.21
1856,5.21
1857,5.21
1858,5.21
1859,5.21
1860,5.21
1861,5.21
1862,5.21
1863,5.21
1864,5.21
1865,5.21
1866,5.21
1867,5.21
1868,5.21
1869,5.21
1870,5.21
1871,5.21
1872,5.21
1873,5.21
1874,5.21
1875,5.21
1876,5.21
1877,5.21
1878,5.21
1879,5.21
1880,5.21
1881,5.21
1882,5.21
1883,5.21
1884,5.21
1885,5.21
1886,5.21
1887,5.21
1888,5.21
1889,5.21
1890,5.21
1891,5.21
1892,5.21
1893,5.21
1894,5.21
1895,5.21
1896,5.21
1897,5.21
1898,5.21
1899,5.21
1900,5.77
1901,5.77
1902,5.77
1903,5.77
1904,5.77
1905,5.77
1906,5.77
1907,5.77
1908,5.77
1909,5.77
1910,5.77
1911,5.77
1912,5.77
1913,5.77
1914,5.77
1915,5.77
1916,5.77
1917,5.77
1918,5.77
1919,5.77
1920,5.77
1921,5.77
1922,5.77
1923,5.77
1924,5.77
1925,5.77
1926,5.77
1927,5.77
1928,5.77
1929,5.77
1930,5.77
1931,5.77
1932,5.77
1933,5.77
1934,5.77
1935,5.77
1936,5.77
1937,5.77
1938,5.77
1939,5.77
1940,5.77
1941,5.77
1942,5.77
1943,5.77
1944,5.77
1945,5.77
1946,5.77
1947,5.77
1948,5.77
1949,5.77
1950,5.77
1951,5.77
1952,5.77
1953,5.77
1954,5.77
1955,5.77
1956,5.77
1957,5.77
1958,5.77
1959,5.77
1960,5.77
1961,5.77
1962,5.77
1963,5.77
1964,5.77
1965,5.77
1966,5.77
1967,5.77
1968,5.77
1969,5.77
1970,5.77
1971,5.77
1972,5.77
1973,5.77
1974,5.77
1975,5.77
1976,5.77
1977,5.77
1978,5.77
1979,5.77
1980,5.77
1981,5.77
1982,5.77
1983,5.77
1984,5.77
1985,5.77
1986,5.77
1987,5.77
1988,5.77
1989,5.77
1990,5.77
1991,5.77
1992,5.77
1993,5.77
1994,5.77
1995,5.77
1996,5.77
1997,5.77
1998,5.77
1999,5.77
2000,5.04
2001,5.04
2002,5.04
2003,5.04
2004,5.04
2005,5.04
2006,5.04
2007,5.04
2008,5.04
2009,5.04
2010,5.04
2011,5.04
2012,5.04
2013,5.04
2014,5.04
2015,5.04
2016,5.04
2017,5.04
2018,5.04
2019,5.04
2020,5.04
2021,5.04
2022,5.04
2023,5.04
2024,5.04
2025,5.04
2026,5.04
2027,5.04
2028,5.04
2029,5.04
2030,5.04
2031,5.04
2032,5.04
2033,5.04
2034,5.04
2035,5.04
2036,5.04
2037,5.04
2038,5.04
2039,5.04
2040,5.04
2041,5.04
2042,5.04
2043,5.04
2044,5.04
2045,5.04
2046,5.04
2047,5.04
2048,5.04
2049,5.04
2050,5.04
2051,5.04
2052,5.04
2053,5.04
2054,5.04
2055,5.04
2056,5.04
2057,5.04
2058,5.04
2059,5.04
2060,5.04
2061,5.04
2062,5.04
2063,5.04
2064,5.04
2065,5.04
2066,5.04
2067,5.04
2068,5.04
2069,5.04
2070,5.04
2071,5.04
2072,5.04
2073,5.04
2074,5.04
2075,5.04
2076,5.04
2077,5.04
2078,5.04
2079,5.04
2080,5.04
2081,5.04
2082,5.04
2083,5.04
2084,5.04
2085,5.04
2086,5.04
2087,5.04
2088,5.04
2089,5.04
2090,5.04
2091,5.04
2092,5.04
2093,5.04
2094,5.04
2095,5.04
2096,5.04
2097,5.04
2098,5.04
2099,5.04
2100,4.08
2101,4.08
2102,4.08
2103,4.08
2104,4.08
2105,4.08
2106,4.08
2107,4.08
2108,4.08
2109,4.08
2110,4.08
2111,4.08
2112,4.08
2113,4.08
2114,4.08
2115,4.08
2116,4.08
2117,4.08
2118,4.08
2119,4.08
2120,4.08
2121,4.08
2122,4.08
2123,4.08
2124,4.08
2125,4.08
2126,4.08
2127,4.08
2128,4.08
2129,4.08
2130,4.08
2131,4.08
2132,4.08
2133,4.08
2134,4.08
2135,4.08
2136,4.08
2137,4.08
2138,4.08
2139,4.08
2140,4.08
2141,4.08
